pen,Start,End,Species,Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU,"beta-carotene,mg",Vitamin D3 IU,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU,Vitamin K mg,AST ppm,Thiamin mg,Riboflavin mg,Niacin mg,Pantothenic acid mg,Pyridoxine mg,Biotin mg,Folic acid mg,Vitamin B12 mg ,Choline mg,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,g","Cl,g","K,g","Mg,g","S,mg",Cu mg,I mg,"Fe,mg","Mn,mg","Se,mg","Zn,mg",average feed intake g per d,"bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
1,1,42,B,broiler chicken DHA,g 2%,105.7682,2855.7414,17156.84321,0,478.8783756,163.0060336,3059.776152,131.8872427,2064.866819,1182.430575,64.83301425,18.67808835,42.6302919,63.7267527,58.4526375,23.3089839,38.0611035,43.0676622,10.5482304,47.9044071,61.48160205,120.8251609,23.54022805,42.63531208,208.1962948,50.90547919,71.84727444,59.18315299,41.89222631,104.0941023,303.6145917,23.04818985,39.02330309,73.3049719,1.469531511,63.09188621,1402.041916,0.38857222,0,0,15.94481882,0.35867402,0,0,1.962490005,15.34128593,37.57392077,2.7219645,0.904505005,0.29542939,0,0,0.344535386,0,0,5.05750284,0.254718795,17158.77499,12993.62337,1290.795788,1285.08363,0,21.4180605,2.147517533,0,3.055643298,10.70903025,43.40726928,8.5672242,10.79470249,0.434072693,1.073758766,0.017134448,4497.792705,0.028842988,0.04044344,21.32798175,0.71316851,5.7114828,19.86310515,50.94870868,10.33917121,13.60114538,34.2688968,0.151354294,193.6192669,86.24339028,0.257016726,151.3542942,105.7682,39.88,251.1040123,2.783177359,2.894016653,594.9494154,62.43083695,65.23928787,23.37020585,,313.029093,,0.61361,1.35222,3.00316,0.01306,1.09912,6.25633,,,,,,,,,,,,,,,,,,0.661952938,2.410540834,3.474137471,0.449687455,0.10992697,1.226328931,,6.159,0.411916029,5490.058359,0.711267606,1462.617541,0.38053776,2080.418564,0.147412906,,5.971455,0.396059646,4934.292322,0.882621951,2807.084184,,1.15367505,,1.089921313,0.530119971,0.559801341,0.652831605,,0.500843445,,0.559801341,,,0.388232876,9.08363496,0.51180857,5.679124404,2.427684726,3.251439677,4.426660587,0.51180857,4.656974374,,3.251439677,,,1.931296054,3.079658356,3.087818626,2.726756665,0.797597935,1.92915873,2.446720972,0.495437141,0.632937384,2.592381485,1.776285579,0.081872491,0.152873151,,0.715725445,2.454700669,2.116787627,2.271028771,0.644016006,1.627012765,1.803490709,0.324150637,0.65120996,1.79263699,1.404265443,0.069478487,0.222747322,0.644016006
2,1,42,B,broiler chicken DHA,g 2%,112.5967,3040.1109,18251.14984,0,509.9245355,173.9400145,3251.274877,140.5575825,2190.775538,1263.221325,69.24129075,19.92848265,45.4864221,68.0042493,62.3747925,24.9919101,40.6222425,45.9371898,11.2589136,51.1158789,65.62132083,129.1507089,25.13548539,45.5211388,222.3828177,54.38478142,76.68784779,63.22884436,44.7578186,111.2090457,322.9649316,24.52429746,41.47131962,77.90319931,1.558998832,66.9330165,1487.400367,0.41548104,0,0,16.98165149,0.3813511,0,0,2.078802495,16.22785658,39.77713454,2.8828575,0.960392709,0.313698361,0,0,0.366953399,0,0,5.35582476,0.270226464,18318.92607,13832.5046,1374.130814,1368.049905,0,22.80083175,2.286163397,0,3.252918663,11.40041588,46.20968568,9.1203327,11.4916192,0.462096857,1.143081698,0.018240665,4788.174668,0.03070512,0.043232584,22.85333325,0.710230977,6.0802218,21.14786067,54.43656083,11.03027309,14.51812829,36.4813308,0.161125878,206.119519,91.81134918,0.273609981,161.1258777,112.5967,35.27,236.519642,2.46566693,2.630957582,204.7997016,55.27771592,51.25517416,35.41851854,,281.040715,,0.80007,1.1618,2.52191,6.41523,1.37029,3.88095,,,,,,,,,,,,,,,,,,0.891115357,2.840627216,3.149870796,0.407659317,0.138813198,2.7902908,,5.76837,0.432986299,5965.118688,0.781690141,2195.613848,0.477207303,2809.092318,0.177815806,,6.856245,0.419360402,5175.047106,0.87195122,2816.685914,,0.595506627,,0.451969766,0.151014444,0.300955323,0.353192578,,0.242314049,,0.300955323,,,0.316720263,16.4734652,0.577837647,10.23456107,5.353075811,4.881485256,9.149220232,0.577837647,7.324244971,,4.881485256,,,4.164925845,3.503071617,3.069232092,3.093880745,0.68874852,2.405132225,2.726716009,0.357124978,0.776355608,2.712107115,2.232288504,0.09746509,0.172843721,,0.59128343,2.438901564,2.197252384,2.248176145,0.633828985,1.61434716,1.852471036,0.345689663,0.586430528,1.85156272,1.433136267,0.069478487,0.181210893,0.633828985
3,1,42,B,broiler chicken DHA,g 2%,103.14,2784.78,16700.07885,0,467.2734543,159.890194,2969.972127,128.9645161,1996.691196,1163.193683,63.72924548,18.31541045,41.80769748,62.51520384,57.33832725,23.13558963,37.3520484,42.20038224,10.35375318,46.98457407,60.34218497,119.0190931,23.12728144,41.87952831,204.7209773,50.0798864,70.52237735,58.22473436,41.21812255,102.4065492,295.4974029,22.44833627,37.89098544,71.17711836,1.4206934,60.9951033,1355.44674,0.38306922,0,0,15.56551624,0.34866919,0,0,1.890052124,14.72335022,36.13298953,2.6205093,0.876313663,0.286255561,0,0,0.336371666,0,0,4.867576443,0.246253523,16851.72821,12670.749,1258.720945,1253.151,0,20.88585,2.09415456,0,2.9797146,10.442925,42.328656,8.35434,10.5264684,0.42328656,1.04707728,0.01670868,4386.0285,0.028126278,0.039844274,21.13617848,0.70590515,5.56956,19.37493955,50.13516554,10.13602376,13.35177333,33.41736,0.14759334,188.808084,84.100356,0.2506302,147.59334,103.14,44.11,24.994065,2.982861653,2.815435959,445.9602043,60.54078465,64.55713598,33.74090538,,445.247724,,0.25892,0.70117,1.23287,2.34983,0.49354,2.78696,,,,,,,,,,,,,,,,,,0.858473424,3.129732057,3.498221626,0.634355688,0.139955983,0.903936297,,5.497765,0.408396506,6028.727727,0.733568075,2280.515446,0.515727129,3108.840312,0.197238668,,6.176015,0.40499465,3427.095349,0.874618903,2277.0596,,1.230799179,,1.148001142,0.684918286,0.463082855,0.694681493,,0.536117686,,0.463082855,,,0.316720263,12.02325485,0.444378036,10.62658234,4.948054931,5.678527412,6.592009733,0.444378036,5.431245114,,5.678527412,,,4.066221898,2.768382302,2.946123143,2.697286329,0.606589415,2.090696915,2.153992186,0.43059807,0.614390116,2.515525073,1.920862369,0.089944965,0.169834546,,0.516644449,2.711312953,2.820988554,2.546952293,0.706669237,1.840283056,2.117546288,0.490623779,0.593766665,2.330364775,1.682099853,0.069478487,0.158183203,0.637190749
4,1,42,B,broiler chicken DHA,g 2%,118.6839,3204.4653,19249.39097,0,537.379781,182.9884104,3432.27404,148.0216444,2315.617955,1327.659188,72.79188863,20.96730698,47.8555614,71.5393512,65.61840375,26.18886465,42.728418,48.3435432,11.8418949,53.77650885,69.0213912,135.6783637,26.42900956,47.86673053,233.7601087,57.15801114,80.65880441,66.4525187,47.03813293,116.879651,340.6423619,25.86041793,43.77508553,82.23109187,1.647960587,70.75244121,1572.276471,0.43636518,0,0,17.89327888,0.40238228,0,0,2.200176743,17.19507049,42.12021283,3.0515535,1.014483676,0.331353433,0,0,0.386640346,0,0,5.669773065,0.285646502,19263.94506,14580.31712,1448.418085,1442.009385,0,24.03348975,2.409757906,0,3.428777871,12.01674488,48.70787256,9.6133959,12.11287883,0.487078726,1.204878953,0.019226792,5047.032848,0.0323651,0.045415652,23.96036363,0.71264196,6.4089306,22.28908599,57.20760491,11.60616025,15.26934301,38.4535836,0.169836661,217.2627473,96.77485206,0.288401877,169.8366609,118.6839,44.78,89.51175438,2.982861653,2.652243549,302.021475,52.63164269,69.58800615,23.67522643,,281.040715,,0.27919,0.54901,2.02416,1.81036,0.40575,3.22662,,,,,,,,,,,,,,,,,,1.066182271,3.262456143,2.923114768,0.509094004,0.117864124,1.310363527,,5.804595,0.443497225,7298.428697,0.727112676,2402.905771,0.445833323,3291.578149,0.165027682,,6.29,0.391315037,5815.74136,0.874618903,3835.876311,,0.729766787,,0.684000355,0.271655611,0.412344744,0.423752613,,0.306014175,,0.412344744,,,0.271655611,13.37447185,0.513210028,7.562302085,4.835514585,2.7267875,7.747361685,0.513210028,5.627110165,,2.7267875,,,3.855049795,2.682457495,2.58626909,2.439231536,0.667816689,1.771414848,2.084219646,0.402129348,0.598237849,2.184139742,1.58035787,0.085525206,0.191056978,,0.582291483,2.545701784,2.138078049,2.286071439,0.55186128,1.73421016,1.928115035,0.299514409,0.617586749,1.83856364,1.562163976,0.069478487,0.172046184,0.55186128
5,1,42,B,broiler chicken DHA,g 2%,113.6896,3069.6192,18444.48184,0,514.7168154,175.1308392,3290.158381,141.7331196,2221.012696,1270.083175,69.643395,20.06791524,45.80192952,68.46632568,62.80022664,25.0185348,40.89054053,46.27506672,11.33219808,51.46802856,66.05157377,129.7676177,25.2879142,45.80136616,223.6375653,54.67883005,77.18714434,63.56995686,44.99700012,111.8099824,326.4042132,24.77675538,41.96035814,78.82227857,1.580686315,67.86413248,1508.091833,0.41730386,0,0,17.13746996,0.38563346,0,0,2.11157455,16.51131832,40.43311078,2.928831696,0.972755034,0.317718182,0,0,0.370303302,0,0,5.441995498,0.273985628,18433.22408,13966.76736,1387.467459,1381.32864,0,23.022144,2.308353638,0,3.284492544,11.511072,46.65821184,9.2088576,11.60316058,0.466582118,1.154176819,0.018417715,4834.65024,0.031003154,0.043436244,22.89519108,0.713762319,6.1392384,21.35023253,54.72412867,11.10871627,14.61188851,36.8354304,0.162689818,208.1201818,92.70249984,0.276265728,162.6898176,113.6896,40.79,39.41427654,3.249520803,3.079736711,272.6655499,54.92878318,61.27428002,25.65786016,,176.545346,,0.18191,0.5055,1.1176,1.52786,0.33676,3.03463,,,,,,,,,,,,,,,,,,1.431701621,4.70980202,3.171174505,0.452155216,0.11592136,1.384621011,,6.819,0.394766124,6828.800328,0.820422535,3157.187344,0.561387438,3872.349077,0.17374827,,6.38697,0.398809322,7327.523577,0.882621951,4421.165073,,0.947431149,,0.793773869,0.290272301,0.503501568,0.575059702,,0.372371447,,0.503501568,,,0.290272301,8.303810152,0.51180857,6.802480153,3.655015578,3.147464575,4.380209274,0.51180857,3.923600878,,3.147464575,,,3.186859448,2.542264742,2.460630832,2.253095139,0.540184241,1.712910898,1.953759596,0.38865633,0.588505146,2.071974502,1.541651122,0.088701938,0.171259776,,0.540184241,2.484978798,2.215958971,2.415611804,0.619871822,1.795739981,1.747802287,0.347773401,0.737176511,1.86818557,1.553827541,0.069478487,0.24191244,0.619871822
6,1,42,B,broiler chicken DHA,g 2%,112.3299,3032.9073,18209.81568,0,508.6976845,173.4690693,3244.436657,140.2022226,2186.644845,1259.590025,69.045318,19.87488036,45.36375138,67.81971402,62.20572336,24.9071706,40.51109797,45.81557748,11.22798132,50.97774204,65.4414045,128.7694451,25.06510814,45.39417671,221.7490741,54.22828302,76.47717455,63.04680701,44.62869011,110.8889876,322.2356448,24.46789063,41.38327568,77.73786082,1.556079455,66.80767794,1484.615065,0.41423538,0,0,16.94034838,0.38051612,0,0,2.07536513,16.20428873,39.71477651,2.878152804,0.958476357,0.313070267,0,0,0.366058861,0,0,5.347173992,0.269720439,18268.01358,13799.72822,1370.874663,1364.808285,0,22.74680475,2.28074629,0,3.245210811,11.37340238,46.10019096,9.0987219,11.46438959,0.46100191,1.140373145,0.018197444,4776.828998,0.030632364,0.043104621,22.77791442,0.710651506,6.0658146,21.09740832,54.27911446,11.00075448,14.47815449,36.3948876,0.160744087,205.6311149,91.59380046,0.272961657,160.7440869,112.3299,43.37,77.78714512,3.43308152,3.291709462,267.2994131,59.90107463,70.48333051,33.89341567,,189.340697,,0.30103,0.4235,1.83057,2.0399,0.77468,2.3742,,,,,,,,,,,,,,,,,,0.767507575,2.483026395,2.39218436,0.361051952,0.136219259,0.891503042,,5.927355,0.372827608,6399.262187,0.776408451,2246.370921,0.458627052,2903.631598,0.181246288,,6.25824,0.382863225,5071.08213,0.861280488,2821.387492,,0.931435759,,0.833533289,0.385596123,0.447937166,0.539903598,,0.39153216,,0.447937166,,,0.316720263,11.8517274,0.51180857,8.18101001,4.243869126,3.937140884,6.459092302,0.51180857,5.3926351,,3.937140884,,,3.440870608,2.915166902,2.830014757,2.642050083,0.66018736,1.981862723,2.273081682,0.414789173,0.642085221,2.415225584,1.810289089,0.088701938,0.171573634,,0.58922581,2.527119154,2.297813117,2.35356809,0.631249466,1.722318625,1.889885071,0.361550378,0.637234083,1.936262739,1.527098616,0.069478487,0.195220009,0.617353768
1,1,42,B,broiler chicken DHA,g4% ,106.7735,2882.8845,17304.73943,0,467.7503043,162.0028936,2936.425229,129.7348556,1956.352345,1198.7244,65.701989,18.9061668,43.1534277,64.5178041,59.17671,23.7327462,38.5408125,43.5781026,10.6821882,48.4945218,61.22271417,121.7620193,23.66207062,42.57046569,208.5982687,51.08435672,71.5668444,59.39586596,42.3792384,105.2136097,385.5314752,22.37870752,37.50181106,70.44443685,1.391240052,59.73057289,1327.346064,0.39260408,0,0,19.03699773,0.35042863,0,0,2.08466082,14.57090397,35.75725209,2.58838983,0.862553339,0.281840703,0,0,0.337148576,0,0,9.51907437,0.241148276,17123.07127,13117.12448,2606.127658,1297.298025,0,21.62163375,2.167929144,0,3.084686415,10.81081688,43.8198444,8.6486535,10.89730341,0.438198444,1.083964572,0.017297307,4540.543088,0.029117133,0.04160663,21.6992115,0.699819557,5.765769,19.97144764,51.81986408,10.30279109,13.54393656,34.594614,0.152792879,195.4595691,87.0631119,0.259459605,152.7928785,106.7735,42.2,75.72186871,2.78813846,2.722309855,535.6062551,66.12370838,59.69680378,21.23506183,,313.029093,,0.28893,0.53051,0.29271,1.26178,0.47378,3.17152,,,,,,,,,,,,,,,,,,1.084866569,3.115538804,2.676251762,0.406341818,0.223295601,1.874952201,,6.25311,0.359347731,7362.726571,0.794014085,3089.973633,0.537832297,3892.83508,0.187557681,,6.52593,0.382077019,5788.328297,0.870020325,5956.455492,,0.892027018,,1.023566359,0.574166107,0.449400253,0.531933482,,0.360093536,,0.449400253,,,0.439701625,15.46249918,0.472405292,7.592875501,4.537142252,3.055733248,8.451147887,0.358724609,7.011351291,,3.055733248,,,4.120792887,2.389213683,1.881496339,2.255153097,0.856708193,1.398444904,1.916056278,0.300778369,0.473157405,1.58071797,1.282951626,0.080135477,0.115493278,,0.856708193,2.484979546,1.723145393,2.162996155,0.883445723,1.279550432,1.8563494,0.247447205,0.628630146,1.475698188,1.097578737,0.07995674,0.181971695,0.883445723
2,1,42,B,broiler chicken DHA,g4% ,113.0955,3053.5785,18332.7897,0,495.4120181,171.4889902,3111.849956,137.3761599,2074.098508,1268.549843,69.53464778,20.01408521,45.68167287,68.29568271,62.64218025,25.09193997,40.79594835,46.13532606,11.30700492,51.33517533,64.80363661,128.8358254,25.04358295,45.0566032,220.7566873,54.05921103,75.75206102,62.85457731,44.8468868,111.3412954,408.4234135,23.70680883,39.74070099,74.65012178,1.475011202,63.3271476,1407.269947,0.41537906,0,0,20.14499529,0.37130105,0,0,2.210775485,15.46315464,37.93383203,2.744713256,0.91427239,0.298736044,0,0,0.357065797,0,0,10.09419215,0.255668608,18123.38613,13893.78218,2760.434426,1374.110325,0,22.90183875,2.296291032,0,3.267328995,11.45091938,46.4143932,9.1607355,11.54252673,0.464143932,1.148145516,0.018321471,4809.386138,0.030841143,0.044024122,22.94566853,0.700550996,6.107157,21.15309796,54.83678362,10.90671579,14.3358183,36.642942,0.161839661,207.0326223,92.2180707,0.274822065,161.8396605,113.0955,39.52,143.7915814,2.847671665,2.513884766,183.0194992,63.32061542,55.68916143,23.37020585,,205.334886,,0.57391,0.87689,4.76761,13.51049,2.95412,5.00848,,,,,,,,,,,,,,,,,,2.139012555,3.123159968,3.608481688,0.604279104,0.718839635,4.617709139,,6.605805,0.363399567,7189.25811,0.802816901,2993.105476,0.506319475,2043.899467,0.196674049,,6.2486,0.356388117,5317.858735,0.87601626,2326.653005,,0.614115002,,0.504549488,0.240107642,0.264441846,0.412971997,,0.201143006,,0.264441846,,,0.425405971,13.36828103,0.269801127,7.70620111,3.893710308,3.812490802,8.016275139,0.269801127,5.352005895,,3.812490802,,,3.439546467,2.40785383,2.29915852,2.313941822,0.75034255,1.563599272,1.952741958,0.405795348,0.455111873,1.893363172,1.442569009,0.080135477,0.121030263,,0.75034255,2.523161367,2.121221215,2.459644597,0.88058783,1.579056767,2.025855319,0.441397151,0.497306048,1.679824064,1.441934533,0.070150758,0.137122235,0.810437072
3,1,42,B,broiler chicken DHA,g4% ,96.85869,2615.18463,15701.26762,0,424.2826899,146.8546102,2665.300163,117.6480785,1776.582678,1086.27365,59.54405175,17.13917961,39.11969088,58.48501752,53.64368586,21.4833951,34.93539547,39.50872848,9.68266332,43.96102254,55.49406527,110.3210577,21.44553448,38.58334273,189.0374826,46.29140971,64.86956052,53.82294337,38.40277368,95.34268472,349.7959699,20.30370437,34.03771764,63.9374796,1.263435497,54.24349732,1205.411052,0.35568119,0,0,17.25026718,0.31801106,0,0,1.893740791,13.24711327,32.49575126,2.351074091,0.783099876,0.255875249,0,0,0.305796864,0,0,8.646540842,0.218995486,15519.65073,11899.09007,2364.126967,1176.833084,0,19.61388473,1.966618842,0,2.798247554,9.806942363,39.75080638,7.84555389,9.885397901,0.397508064,0.983309421,0.015691108,4118.915792,0.026413365,0.03769754,19.64628567,0.700665478,5.23036926,18.11609675,46.95714954,9.340053287,12.27632015,31.38221556,0.138604785,177.3095179,78.97857583,0.235366617,138.6047854,96.85869,38.92,72.29591059,2.607058293,2.678851007,487.6266786,64.37904471,49.37925647,24.89530872,,127.496499,,0.27747,0.77229,3.24477,4.28748,1.15597,3.99227,,,,,,,,,,,,,,,,,,0.406619384,1.402557715,1.825658502,0.352991562,0.063168434,0.52248359,,6.6138,0.404259249,6074.643533,0.779929577,2339.410791,0.492743657,2993.131397,0.190543093,,6.586365,0.432493621,6688.118308,0.891768293,3901.536979,,1.013415895,,1.134972007,0.626497071,0.508474936,0.646788548,,0.366627347,,0.508474936,,,0.464206631,12.28310665,0.436810182,12.67436531,8.845456924,3.828908385,6.890111929,0.436810182,5.392994719,,3.828908385,,,7.195894368,2.782706983,2.29822308,2.179371667,0.729141839,1.450229827,2.234333937,0.371221662,0.548373047,1.927001418,1.337084934,0.080135477,0.113144893,,0.729141839,3.251866842,3.05738806,2.466875117,0.926196674,1.540678443,2.581479449,0.577091559,0.670387393,2.480296502,1.402171013,0.07995674,0.13850743,0.926196674
4,1,42,B,broiler chicken DHA,g4% ,114.9584,3103.8768,18627.34626,0,503.6446203,174.5420152,3159.747807,139.7256336,2104.146706,1291.922463,70.80387863,20.36853122,46.49194692,69.51148488,63.75660039,25.60432545,41.52574253,46.94481792,11.50976898,52.24683141,65.96591379,131.250115,25.4981023,45.87292645,224.8076484,55.0569558,77.112286,64.01499158,45.67518759,113.3948453,415.011351,24.09069536,40.35562694,75.80501842,1.496300256,64.24115767,1427.581282,0.42323513,0,0,20.51810765,0.37715065,0,0,2.241413902,15.65430746,38.43074328,2.783321441,0.927937473,0.303209557,0,0,0.36304462,0,0,10.23570335,0.259358711,18451.05428,14122.63944,2805.905559,1396.74456,0,23.279076,2.334115354,0,3.321148176,11.639538,47.17892736,9.3116304,11.7326543,0.471789274,1.167057677,0.018623261,4888.60596,0.031349156,0.044848367,23.40618971,0.699003274,6.2077536,21.50335749,55.85053152,11.09950156,14.59359244,37.2465216,0.16450547,210.442847,93.73707936,0.279348912,164.5054704,114.9584,43.54,97.13869738,2.093584395,2.725857516,372.096909,64.96059927,55.43335448,19.40493839,,205.334886,,0.34616,0.6699,2.36228,1.84423,0.35196,3.69519,,,,,,,,,,,,,,,,,,0.571765287,2.020944985,2.081689157,0.463946048,0.197641584,1.33453854,,6.842385,0.433875594,5190.867577,0.806338028,2416.165163,0.591129128,3000.323009,0.187557681,,6.1568,0.387262141,6757.044548,0.841463415,3619.716163,,1.103452473,,1.055613971,0.56971973,0.485894241,0.661732033,,0.441720441,,0.485894241,,,0.468747516,11.80804399,0.369562518,10.00774875,6.426101987,3.581646761,6.467894122,0.369562518,5.340149872,,3.581646761,,,5.237919592,2.724265681,2.328428917,2.633068989,0.97543046,1.657638529,2.169901293,0.416501042,0.554364389,1.911927875,1.539327907,0.080135477,0.118310622,,0.895294984,3.617670448,2.974978486,2.44382091,1.488949905,2.178445022,2.70490545,0.595990728,0.912764998,2.378987758,1.942392499,0.089762721,0.236052523,1.281035989
5,1,42,B,broiler chicken DHA,g4% ,116.1581,3136.2687,18830.23153,0,508.8184839,176.1028317,3196.564518,141.0849283,2130.810129,1302.575445,71.40131235,20.55280257,46.91111598,70.13315934,64.3276485,25.75834938,41.8930839,47.37814524,11.61102168,52.71662682,66.5460188,132.2861602,25.71622491,46.26695898,226.680089,55.50898351,77.78860534,64.54018135,46.04952392,114.3274602,419.5021735,24.34967483,40.82214329,76.6815616,1.515352676,65.05914156,1445.758701,0.42649374,0,0,20.68507587,0.38139129,0,0,2.271407913,15.8903039,38.97800644,2.819914047,0.939215675,0.306885073,0,0,0.366722466,0,0,10.37082012,0.262661131,18610.32547,14270.02259,2835.188199,1411.320915,0,23.52201525,2.358474062,0,3.355807509,11.76100763,47.67128424,9.4088061,11.85509569,0.476712842,1.179237031,0.018817612,4939.623203,0.031676314,0.045203224,23.55613785,0.700753426,6.2725374,21.72569311,56.30719092,11.20033983,14.72118027,37.6352244,0.166222241,212.6390179,94.71531474,0.282264183,166.2222411,116.1581,44.38,117.5859204,2.698838651,2.956455488,87.37600138,60.19185191,73.38247603,27.48798361,,178.677904,,0.47629,0.69071,3.04442,1.60295,0.38613,3.54327,,,,,,,,,,,,,,,,,,0.475807766,2.851682383,2.472604283,0.184350127,0.090907716,1.02897262,,6.342945,0.410546894,7189.25811,0.809859155,2993.105476,0.463066538,3431.133242,0.176084848,,6.434561,0.405960947,5122.976062,0.87804878,2925.960337,,1.066183985,,1.007162948,0.426599544,0.580563405,0.659555021,,0.406628965,,0.580563405,,,0.328968109,14.36115197,0.81344734,5.994516695,4.078707824,1.915808871,8.78303535,0.358724609,5.578116618,,1.915808871,,,3.488574893,3.026661389,2.751949899,2.204016555,0.847175229,1.356841326,2.4005815,0.432119589,0.626079889,2.319830311,1.240681802,0.080135477,0.116159524,,0.847175229,2.842364725,2.214932688,2.685767771,1.14570045,1.540067321,2.114432524,0.39663954,0.727932201,1.818293148,1.347403174,0.07995674,0.192664147,1.027771829
6,1,42,B,broiler chicken DHA,g4% ,118.5899,3201.9273,19229.4484,0,519.421697,179.6353364,3265.753127,143.9800032,2178.197935,1328.17158,72.8124309,20.96633808,47.85414687,71.54002971,65.618559,26.23068522,42.73106535,48.33652806,11.84294142,53.77561758,67.87509482,134.8582574,26.22622058,47.18546589,231.1455294,56.59859475,79.34115171,65.806842,46.95305697,116.5726073,428.3786078,24.86389308,41.70354178,78.33734162,1.549107099,66.50833144,1477.962921,0.43473749,0,0,21.09023052,0.38955555,0,0,2.322860922,16.26588489,39.88039906,2.883407193,0.959819842,0.313611676,0,0,0.374334019,0,0,10.60465179,0.268511897,18980.24745,14568.76922,2894.541132,1440.867285,0,24.01445475,2.40784933,0,3.426062211,12.00722738,48.66929496,9.6057819,12.10328519,0.48669295,1.203924665,0.019211564,5043.035498,0.032339466,0.046082626,23.99352165,0.701771328,6.4038546,22.17928075,57.41135468,11.42594793,15.01475281,38.4231276,0.169702147,217.0906709,96.69820446,0.288173457,169.7021469,118.5899,44.16,47.48326982,2.607058293,2.7365005,108.8405487,60.94787283,78.07227026,23.82773671,,202.136048,,0.71472,0.82446,3.01902,2.57338,0.92954,5.95567,,,,,,,,,,,,,,,,,,0.480742783,1.633322938,1.973383768,0.209235007,0.08578747,0.704691367,,6.49295,0.381606354,10128.79476,0.789906103,4126.872315,0.51375416,5225.477259,0.186928733,,6.65511,0.387029518,7100.908266,0.862804878,4400.55319,,0.937838875,,0.945172955,0.487418019,0.457754936,0.582596216,,0.355242659,,0.457754936,,,0.425405971,13.45661656,0.472405292,8.795141473,5.556223859,3.238917613,7.721692885,0.358724609,5.734923679,,3.238917613,,,4.696545642,2.666140313,2.311851351,2.317110426,0.831759654,1.485350772,2.134722993,0.385283202,0.53141732,1.926568149,1.368523056,0.080135477,0.116827716,,0.815732559,2.944008586,2.418333168,2.44382091,1.064976116,1.623559597,2.256604428,0.451713237,0.687404157,1.966619932,1.446295991,0.07995674,0.177263606,0.985777457
